故障编号,故障名称,故障现象,故障原因,解决办法
urma_834,bondp_modify_jfc 执行修改 JFC 失败导致当前资源状态无法推进,"关键日志：依次匹配 `modify pjfc fail, index:`、`, ret:`；日志路径：URMA_LOG_PATH",bondp_modify_jfc 调用下层 provider、bond 组件或系统接口处理 JFC 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_835,bondp_add_jfs_p_vjetty_id_info 执行处理 Jetty 失败导致当前资源状态无法推进,"关键日志：依次匹配 `Failed to add p_vjfs_id[`、`]: ret:`、`, p_jfs_id:`、`, v_jfs_id:`；日志路径：URMA_LOG_PATH",bondp_add_jfs_p_vjetty_id_info 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_836,bondp_del_jfs_p_vjetty_info_without_lock 执行处理 Jetty 失败导致当前资源状态无法推进,关键日志：依次匹配 `Failed to delete p_vjfs_id node[`、`]: ret:`、`pjfs_id:`；日志路径：URMA_LOG_PATH,bondp_del_jfs_p_vjetty_info_without_lock 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_837,bondp_modify_jfs 执行修改 JFS 失败导致当前资源状态无法推进,"关键日志：依次匹配 `modify pjfs fail, index:`、`, ret:`；日志路径：URMA_LOG_PATH",bondp_modify_jfs 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_838,bondp_add_jfr_p_vjetty_id_info 执行处理 Jetty 失败导致当前资源状态无法推进,"关键日志：依次匹配 `Failed to add p_vjfr_id[`、`]: ret:`、`, p_jfr_id:`、`, v_jfr_id:`；日志路径：URMA_LOG_PATH",bondp_add_jfr_p_vjetty_id_info 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_839,bondp_del_jfr_p_vjetty_info_without_lock 执行处理 Jetty 失败导致当前资源状态无法推进,关键日志：依次匹配 `Failed to delete p_vjfr_id node[`、`]: ret`、`pjfr_id:`；日志路径：URMA_LOG_PATH,bondp_del_jfr_p_vjetty_info_without_lock 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_840,bondp_modify_jfr 执行修改 JFR 失败导致当前资源状态无法推进,"关键日志：依次匹配 `modify pjfr fail, index:`、`, ret:`；日志路径：URMA_LOG_PATH",bondp_modify_jfr 调用下层 provider、bond 组件或系统接口处理 JFR 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_841,bondp_add_jetty_p_vjetty_id_info 执行处理 Jetty 失败导致当前资源状态无法推进,"关键日志：依次匹配 `Failed to add p_vjetty_id[`、`]: ret:`、`, p_jetty_id:`、`, v_jetty_id:`；日志路径：URMA_LOG_PATH",bondp_add_jetty_p_vjetty_id_info 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_842,bondp_del_jetty_p_vjetty_info_without_lock 执行处理 Jetty 失败导致当前资源状态无法推进,关键日志：依次匹配 `Failed to delete p_vjetty_id node: ret:`、`pjetty_id:`；日志路径：URMA_LOG_PATH,bondp_del_jetty_p_vjetty_info_without_lock 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_843,bondp_modify_jetty 执行修改 Jetty 失败导致当前资源状态无法推进,"关键日志：依次匹配 `modify pjetty fail, index:`、`, ret:`；日志路径：URMA_LOG_PATH",bondp_modify_jetty 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_844,bondp_user_ctl 校验 context 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid len；日志路径：URMA_LOG_PATH,bondp_user_ctl 在执行处理前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_845,bondp_user_ctl 执行处理 context 失败导致当前资源状态无法推进,"关键日志：匹配 `Unsupported opcode, opcode:`；日志路径：URMA_LOG_PATH",bondp_user_ctl 调用下层 provider、bond 组件或系统接口处理 context 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_846,add_remote_jetty_id_info 执行处理 Jetty 失败导致当前资源状态无法推进,"关键日志：依次匹配 `Failed to add bdp_r_p2v_vjetty_id[`、`]: ret:`、`, jetty_id: (`、`, uasid:`、`, id:`；日志路径：URMA_LOG_PATH",add_remote_jetty_id_info 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_847,bondp_insert_p_jfce 管理 epoll fd 失败导致 JFCE 事件聚合不可用,关键日志：依次匹配 `Fail to add fd:`、`to epoll fd`；日志路径：URMA_LOG_PATH,bondp_insert_p_jfce 在 bond 模式下需要把物理 JFCE fd 加入或移出虚拟 JFCE 的 epoll 集合，但 epoll 系统调用失败，完成事件无法被统一监听和分发。,无
urma_848,BDP_V_CONN_HASH_BASIS 校验 Jetty 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid param；日志路径：URMA_LOG_PATH,BDP_V_CONN_HASH_BASIS 在执行处理前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_849,encode_jfs_wr_reliable_info 执行处理 JFS 失败导致当前资源状态无法推进,关键日志：匹配 Unsupported send opcode；日志路径：URMA_LOG_PATH,encode_jfs_wr_reliable_info 调用下层 provider、bond 组件或系统接口处理 JFS 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_850,restore_cr_local_id 执行处理 Jetty 失败导致当前资源状态无法推进,"关键日志：依次匹配 `Failed to get vjetty.id of local_id:`、`, ret:`；日志路径：URMA_LOG_PATH",restore_cr_local_id 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_851,bondp_handle_cr_no_store 校验 WR 无效导致处理流程拒绝继续执行,关键日志：匹配 `Invalid cr error status:`；日志路径：URMA_LOG_PATH,bondp_handle_cr_no_store 在执行处理前发现调用方传入的 WR 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_852,bondp_flush_jetty 装载或匹配 provider 失败导致设备驱动能力不可用,关键日志：依次匹配 `Failed to flush pjetty[`、`]:`；日志路径：URMA_LOG_PATH,bondp_flush_jetty 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_853,bdp_queue_front 执行处理 URMA 对象 失败导致当前资源状态无法推进,关键日志：匹配 data is NULL；日志路径：URMA_LOG_PATH,bdp_queue_front 调用下层 provider、bond 组件或系统接口处理 URMA 对象 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_854,bdp_queue_pop_head 执行处理 URMA 对象 失败导致当前资源状态无法推进,关键日志：匹配 data is NULL；日志路径：URMA_LOG_PATH,bdp_queue_pop_head 调用下层 provider、bond 组件或系统接口处理 URMA 对象 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_855,bdp_queue_pop_tail 执行处理 URMA 对象 失败导致当前资源状态无法推进,关键日志：匹配 data is NULL；日志路径：URMA_LOG_PATH,bdp_queue_pop_tail 调用下层 provider、bond 组件或系统接口处理 URMA 对象 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_856,bdp_slide_wnd_seq_in_window 校验 URMA 对象 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid param wnd；日志路径：URMA_LOG_PATH,bdp_slide_wnd_seq_in_window 在执行处理前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_857,bdp_slide_wnd_seq_in_window 更新 URMA 对象 映射结构失败导致资源索引不可用,关键日志：匹配 Seq larger than total size of bitmap；日志路径：URMA_LOG_PATH,bdp_slide_wnd_seq_in_window 需要维护 URMA 对象 到物理资源或虚拟资源的映射关系，但哈希表创建、插入、删除或查找失败，后续无法通过标识定位正确资源。,无
urma_858,bdp_slide_wnd_has 校验 URMA 对象 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid param wnd；日志路径：URMA_LOG_PATH,bdp_slide_wnd_has 在执行处理前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_859,bdp_slide_wnd_has 更新 URMA 对象 映射结构失败导致资源索引不可用,关键日志：匹配 Seq larger than total size of bitmap；日志路径：URMA_LOG_PATH,bdp_slide_wnd_has 需要维护 URMA 对象 到物理资源或虚拟资源的映射关系，但哈希表创建、插入、删除或查找失败，后续无法通过标识定位正确资源。,无
urma_860,bdp_slide_wnd_add 校验 URMA 对象 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid param wnd；日志路径：URMA_LOG_PATH,bdp_slide_wnd_add 在执行处理前发现调用方传入的 URMA 对象 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_861,update_mapping_hash_table 更新 设备 映射结构失败导致资源索引不可用,关键日志：匹配 Failed to add agg eid to mapping hash table；日志路径：URMA_LOG_PATH,update_mapping_hash_table 需要维护 设备 到物理资源或虚拟资源的映射关系，但哈希表创建、插入、删除或查找失败，后续无法通过标识定位正确资源。,无
