故障编码,故障域,故障名称,故障表现（验证方法）,故障原因,解决办法
urma_777,URMA,去激活JFC过程中依赖步骤失败,关键日志：匹配`urma_deactive_jfc`，匹配`Failed to exec ops->deactive_jfc.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_778,用户,URMA context无效导致创建JFS失败,关键日志：匹配`urma_check_order_type`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于创建JFS，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_779,用户,URMA context无效导致创建JFS失败,"关键日志：匹配`urma_check_order_type`，匹配`Invalid parameter, trans_mode:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于创建JFS，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_780,用户,执行URMA资源所需输入对象无效导致执行JFS失败,"关键日志：匹配`urma_check_order_type`，匹配`Invalid parameter, trans_mode:`，匹配`, order_type:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于执行JFS，调用方传入的执行URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_781,用户,URMA context、设备对象、sysfs设备信息、provider操作表、provider未提供create_jfs操作实现无效导致创建JFS失败,关键日志：匹配`urma_check_order_type`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于创建JFS，调用方传入的URMA context、设备对象、sysfs设备信息、provider操作表、provider未提供create_jfs操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_782,URMA,创建JFS过程中依赖步骤失败,"关键日志：匹配`urma_check_order_type`，匹配`jfs cfg out of range, depth:`，匹配`, max_depth:`，匹配`, inline_data:`，匹配`, max_inline_len:`，匹配`, sge:`，匹配`hu, max_sge:`，匹配`, rsge:`，匹配`hu, max_rsge:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于创建JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_783,用户,URMA context、设备对象、JFS对象无效导致修改JFS失败,关键日志：匹配`urma_modify_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFS，调用方传入的URMA context、设备对象、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_784,用户,URMA context、provider操作表、JFS对象、provider未提供modify_jfs操作实现无效导致修改JFS失败,关键日志：匹配`urma_modify_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFS，调用方传入的URMA context、provider操作表、JFS对象、provider未提供modify_jfs操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_785,用户,URMA context、provider操作表、JFS对象无效导致设置JFS失败,关键日志：匹配`urma_set_jfs_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFS，调用方传入的URMA context、provider操作表、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_786,URMA,设置JFS过程中依赖步骤失败,"关键日志：匹配`urma_set_jfs_opt`，匹配`Failed to set opt, jfs has been activated`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于设置JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_787,用户,provider操作表、JFS对象无效导致设置JFS失败,关键日志：匹配`urma_set_jfs_opt`，匹配`invalid opt id or opt len`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFS，调用方传入的provider操作表、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_788,用户,URMA context、provider操作表、JFS对象、provider未提供set_jfs_opt操作实现无效导致设置JFS失败,关键日志：匹配`urma_set_jfs_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFS，调用方传入的URMA context、provider操作表、JFS对象、provider未提供set_jfs_opt操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_789,URMA,设置JFR过程中依赖步骤失败,关键日志：匹配`urma_set_jfs_opt`，匹配`Failed to exec urma_jfr_set_options.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFR，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_790,URMA,设置JFS过程中依赖步骤失败,关键日志：匹配`urma_set_jfs_opt`，匹配`Failed to exec ops->set_jfs_opt.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_791,用户,provider操作表、JFS对象无效导致激活JFS失败,关键日志：匹配`urma_active_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFS，调用方传入的provider操作表、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_792,用户,JFS对象无效导致激活JFS失败,"关键日志：匹配`urma_active_jfs`，匹配`Invalid parameter, trans_mode:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于激活JFS，调用方传入的JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_793,用户,JFS对象无效导致激活JFS失败,"关键日志：匹配`urma_active_jfs`，匹配`Invalid parameter, trans_mode:`，匹配`, order_type:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于激活JFS，调用方传入的JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_794,用户,URMA context、设备对象、sysfs设备信息、provider操作表、JFS对象、provider未提供active_jfs操作实现无效导致激活JFS失败,关键日志：匹配`urma_active_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFS，调用方传入的URMA context、设备对象、sysfs设备信息、provider操作表、JFS对象、provider未提供active_jfs操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_795,URMA,激活JFS过程中依赖步骤失败,"关键日志：匹配`urma_active_jfs`，匹配`jfs cfg out of range, depth:`，匹配`, max_depth:`，匹配`, inline_data:`，匹配`, max_inline_len:`，匹配`, sge:`，匹配`hu, max_sge:`，匹配`, rsge:`，匹配`hu, max_rsge:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于激活JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_796,URMA,激活JFS过程中依赖步骤失败,关键日志：匹配`urma_active_jfs`，匹配`Failed to exec ops->active_jfs.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_797,用户,provider操作表、JFS对象无效导致去激活JFS失败,关键日志：匹配`urma_deactive_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFS，调用方传入的provider操作表、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_798,用户,URMA context、provider操作表、JFS对象、provider未提供deactive_jfs操作实现无效导致去激活JFS失败,关键日志：匹配`urma_deactive_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFS，调用方传入的URMA context、provider操作表、JFS对象、provider未提供deactive_jfs操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_799,URMA,去激活JFS过程中依赖步骤失败,关键日志：匹配`urma_deactive_jfs`，匹配`Failed to exec ops->deactive_jfs.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFS，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_800,用户,URMA context、provider操作表、JFS对象无效导致去激活JFS失败,关键日志：匹配`urma_deactive_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFS，调用方传入的URMA context、provider操作表、JFS对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_801,用户,URMA context无效导致去激活JFS失败,"关键日志：匹配`urma_deactive_jfs`，匹配`Invalid parameter, trans_mode:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于去激活JFS，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_802,用户,URMA context、设备对象、sysfs设备信息、provider操作表、provider未提供create_jfr操作实现无效导致去激活JFS失败,关键日志：匹配`urma_deactive_jfs`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活JFS，调用方传入的URMA context、设备对象、sysfs设备信息、provider操作表、provider未提供create_jfr操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_803,URMA,去激活JFR过程中依赖步骤失败,"关键日志：匹配`urma_deactive_jfs`，匹配`jfr cfg out of range, depth:`，匹配`, max_depth:`，匹配`, sge:`，匹配`, max_sge:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于去激活JFR，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_804,用户,URMA context、设备对象、JFR对象无效导致修改JFR失败,关键日志：匹配`urma_modify_jfr`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFR，调用方传入的URMA context、设备对象、JFR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_805,用户,URMA context、provider操作表、JFR对象、provider未提供modify_jfr操作实现无效导致修改JFR失败,关键日志：匹配`urma_modify_jfr`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于修改JFR，调用方传入的URMA context、provider操作表、JFR对象、provider未提供modify_jfr操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_806,用户,URMA context、provider操作表、目标Jetty对象、provider未提供import_jfr_ex操作实现无效导致导入JFR失败,关键日志：匹配`urma_check_ctrlplane_compat`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于导入JFR，调用方传入的URMA context、provider操作表、目标Jetty对象、provider未提供import_jfr_ex操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_807,用户,URMA context、设备对象、sysfs设备信息、provider操作表、目标Jetty对象无效导致导入context失败,关键日志：匹配`urma_check_ctrlplane_compat`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于导入context，调用方传入的URMA context、设备对象、sysfs设备信息、provider操作表、目标Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_808,用户,URMA context、provider操作表无效导致导入Jetty失败,关键日志：匹配`urma_check_ctrlplane_compat`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于导入Jetty，调用方传入的URMA context、provider操作表不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_809,用户,URMA context、provider操作表、provider未提供import_jfr_ex操作实现无效导致导入JFR失败,关键日志：匹配`urma_check_ctrlplane_compat`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于导入JFR，调用方传入的URMA context、provider操作表、provider未提供import_jfr_ex操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
